Video_ID,Author,Comment,Comment_No_Stopword,Sentiment,Sentiment_Words
S3p-A8ebZRQ,Smart Towel RG-400,Tony was in the corner hitting the crack pipe they knocked over the table and spilt his crack everywhere that's why they are suspended,Tony corner hitting crack pipe knocked table spilt crack everywhere that's suspended,-0.4767,Negative
S3p-A8ebZRQ,L3WC1FER,Miro would destroy Punk lol.  I loved Punk but now I feel like the return was more of a need rather then a want and we are starting to see that come out with all the drama.,Miro would destroy Punk lol. loved Punk feel like return need rather want starting see come drama.,0.7184,Positive
eVTHvLxEAKk,WrestleTalk,"PETE: What did you think of Raw? Let us know in the comments!
PREDICTING WWE Payback 2023...In 3 Words Or Less | The 3-Count 👉 https://www.youtube.com/watch?v=L0s0czCYw_Q
More wrestling news on https://wrestletalk.com/
0:00 - Welcome...
0:08 - CM Punk & Jack Perry Suspended?
4:26 - WWE RAW Review
- - -
Written by: Pete Quinnell & Luke Owen
Presented by: Pete Quinnell & Luke Owen
Thumbnail by: Brandon Syres
Image Sourcing by: Brandon Syres",PETE: think Raw? Let us know comments! PREDICTING WWE Payback 2023...In 3 Words Less | 3-Count 👉 https://www.youtube.com/watch?v=L0s0czCYw_Q wrestling news https://wrestletalk.com/ 0:00 - Welcome... 0:08 - CM Punk & Jack Perry Suspended? 4:26 - WWE RAW Review - - - Written by: Pete Quinnell & Luke Owen Presented by: Pete Quinnell & Luke Owen Thumbnail by: Brandon Syres Image Sourcing by: Brandon Syres,-0.6036,Negative
eVTHvLxEAKk,demarco adkins,It’s really good to see WWE paying tribute to the two passing I also enjoyed watching Raw as well.,It’s really good see WWE paying tribute two passing also enjoyed watching Raw well.,0.8221,Positive
eVTHvLxEAKk,Captain Cabbage,"Yeah, Punk needs to leave the kindergarten and go to the WWE where they’re more professional. He could sue TK for breach of contract on the way out to.","Yeah, Punk needs leave kindergarten go WWE they’re professional. could sue TK breach contract way to.",0.25,Positive
eVTHvLxEAKk,Hijara manik,C M Punk will join either Impact Wrestling or NWA or He might do Indies,C Punk join either Impact Wrestling NWA might Indies,0.296,Positive
eVTHvLxEAKk,Kirk Ingersoll,I can't believe we lost Bray Wyatt a couple days before my birthday all pun intended Bray Wyatt you are forever now,can't believe lost Bray Wyatt couple days birthday pun intended Bray Wyatt forever,0.2411,Positive
eVTHvLxEAKk,James Brockington Jr.,🤔 who else feels that if Punk decided to leave or quit AEW that he maybe officially done with wrestling completely?,🤔 else feels Punk decided leave quit AEW maybe officially done wrestling completely?,-0.0516,Negative
eVTHvLxEAKk,Serena Buccellato,He should quit after being  treated like that I wouldn't  go back,quit treated like go back,0.3612,Positive
eVTHvLxEAKk,D2KPrime,"CM Punk is an overrated, over-hyped, victim of his own delusions of grandeur.  He's a decent wrestler, but nothing spectacular.  He is only interesting on the mic when he is shooting on something or someone and that is not hard to do.  Any wrestler will sound interesting if they are allowed to shoot all the time. 

That being said, I can't put all the blame on him.  Tony Khan is a child playing with REAL money and REAL people's lives the way children play with toys.  Simple as that.  AEW is his own vanity project.  He has no concept on how to run a wrestling business or business in-general and has to rely on others that do to keep that ship from sinking.  

This is why foolishness of this sort takes place so often.  No real leadership.  I've said it before, and I'll say it again.  AEW is nothing more than 1999-01 WCW.

Period, point blank.","CM Punk overrated, over-hyped, victim delusions grandeur. He's decent wrestler, nothing spectacular. interesting mic shooting something someone hard do. wrestler sound interesting allowed shoot time. said, can't put blame him. Tony Khan child playing REAL money REAL people's lives way children play toys. Simple that. AEW vanity project. concept run wrestling business business in-general rely others keep ship sinking. foolishness sort takes place often. real leadership. I've said before, I'll say again. AEW nothing 1999-01 WCW. Period, point blank.",-0.5393,Negative
eVTHvLxEAKk,Johnny Westbrook,Drew joins the Vikings,Drew joins Vikings,0.0,Neutral
eVTHvLxEAKk,Johnny Westbrook,"If Punk has to drop the title, it will need a different design that don't look similar to the other one.","Punk drop title, need different design look similar one.",-0.2732,Negative
eVTHvLxEAKk,Hamzah Basir,Let him quit. Screw him.,Let quit. Screw him.,-0.1027,Negative
eVTHvLxEAKk,Gulraiz Bhutta,Tony khan please kick cm punk out,Tony khan please kick cm punk,0.3182,Positive
eVTHvLxEAKk,The Real Talk Show,Y’all still defending Punk atp? 😂,Y’all still defending Punk atp? 😂,0.0,Neutral
eVTHvLxEAKk,Conan,Why isn't it being mentioned that the travel co-ordinator is the bucks little buddy?? Coincidence??,mentioned travel co-ordinator bucks little buddy?? Coincidence??,0.0,Neutral
eVTHvLxEAKk,Conan,"90% of reports state that nobody has been suspended, also reported that punk offered to leave, wasn't asked to leave at all","90% reports state nobody suspended, also reported punk offered leave, asked leave",-0.5423,Negative
eVTHvLxEAKk,pobwall2,"Another clickbait title. Never going to ""climb that hill to 1 mill""......","Another clickbait title. Never going ""climb hill 1 mill""......",0.0,Neutral
eVTHvLxEAKk,The Moldy Cheeseburger,"PEPSI PHIL IS A ""QUIETER!"" THE FANS BOUGHT HIS HOUSE!","PEPSI PHIL ""QUIETER!"" FANS BOUGHT HOUSE!",0.0,Neutral
eVTHvLxEAKk,king lord,What if CM Punk is a lethal Dose of injection to ruin AEW from WWE,CM Punk lethal Dose injection ruin AEW WWE,-0.5859,Negative
eVTHvLxEAKk,Deejay-N-Va,"I ain’t gonna lie, had Bray not died it wouldn’t be all this fanfare","ain’t gonna lie, Bray died wouldn’t fanfare",-0.5574,Negative
eVTHvLxEAKk,Deejay-N-Va,PUNK IS THE ANTONIO BROWN OF AEW,PUNK ANTONIO BROWN AEW,0.0,Neutral
eVTHvLxEAKk,Luis Rodríguez,"I read not only CM Punk was not picked up from the airport, nobody was... but Phil didn't know that","read CM Punk picked airport, nobody was... Phil know",0.0,Neutral
fuZCViTdxWk,WrestleTalk,"LUKE: I did the WrestleTalk Podcast after recording this where I was informed it was a limo that Jack Perry did the spot on, not a black cab. I was behind the stage so couldn't see that! Sorry!","LUKE: WrestleTalk Podcast recording informed limo Jack Perry spot on, black cab. behind stage see that! Sorry!",-0.2225,Negative
fuZCViTdxWk,demarco adkins,This was a interesting video seeing the facial expression of Tony Khan when MJF was speaking was priceless It was also interesting learning the full story behind the CM Punk and Jack Perry situation.,interesting video seeing facial expression Tony Khan MJF speaking priceless also interesting learning full story behind CM Punk Jack Perry situation.,0.6597,Positive
fuZCViTdxWk,Dominus Pegas,Never liked CM he is just a Punk.,Never liked CM Punk.,-0.3252,Negative
fuZCViTdxWk,adam Taylor,Luke asked mjf a question about his mom at the press conference I died laughing. Was that a list bet or punishment?,Luke asked mjf question mom press conference died laughing. list bet punishment?,-0.5574,Negative
fuZCViTdxWk,Burden Ernie 1,AEW a start-up company with his billionaire backed dad? And Tony Khan is a terrible boss,AEW start-up company billionaire backed dad? Tony Khan terrible boss,-0.4588,Negative
fuZCViTdxWk,Darren Cole,Didn't Wrestlemainia 32 have the biggest attendance?,Wrestlemainia 32 biggest attendance?,0.0,Neutral
fuZCViTdxWk,Debajyoti Pradhan,Everywhere their is heat but only in AEW these unprofessional people decide to bring the beef on air😅,Everywhere heat AEW unprofessional people decide bring beef air😅,-0.5106,Negative
fuZCViTdxWk,Brando James Mineo,Biggest gate but still secondary company,Biggest gate still secondary company,0.0,Neutral
fuZCViTdxWk,Tam Murray,that was not a London black cab,London black cab,0.0,Neutral
fuZCViTdxWk,Aryan T R,"For anyone who didn't see the press conference, you have to check it out especially for Luke's question to MJF. 
This guy, Luke, man, what a journalist, such an insightful question. Well done, Luke!","anyone see press conference, check especially Luke's question MJF. guy, Luke, man, journalist, insightful question. Well done, Luke!",0.3382,Positive
fuZCViTdxWk,Jack Floyd,TK should get rid of punk and totally rely on Guys like MJF,TK get rid punk totally rely Guys like MJF,0.4144,Positive
fuZCViTdxWk,African Chin,after the brawl out now brawl in congrats AEW😂,brawl brawl congrats AEW😂,0.5267,Positive
fuZCViTdxWk,Eric Jackson,Shaht out MJF,Shaht MJF,0.0,Neutral
fuZCViTdxWk,Orahkin,"CM Punk claims that he’s in a locker room full of children, but you don’t beat down children when they don’t listen to your advice. You teach them and when they don’t listen you let them learn from their mistakes. The dude needs to get his ego in check because Nobody has to listen to anything he says. Also, his camp needs to stop leaking information. He’s starting to have a list of getting into fights with people and that is not a mega-star behavior.","CM Punk claims he’s locker room full children, don’t beat children don’t listen advice. teach don’t listen let learn mistakes. dude needs get ego check Nobody listen anything says. Also, camp needs stop leaking information. He’s starting list getting fights people mega-star behavior.",-0.7506,Negative
fuZCViTdxWk,Andrew Blenkiron,"It doesn't beat wm 32, 3 or 35!","beat wm 32, 3 35!",0.0,Neutral
fuZCViTdxWk,Troy Hunter,I think the best time to be a wrestling fan was during the Monday night wars. Wrestling was huge.,think best time wrestling fan Monday night wars. Wrestling huge.,0.6369,Positive
fuZCViTdxWk,Snipes 130,Punk has had issue after issue no matter what company/show he’s on. At what point do we stop believing anything he and his side has to say and recognize him as the drama queen he really is. The dude is a cancer,Punk issue issue matter company/show he’s on. point stop believing anything side say recognize drama queen really is. dude cancer,-0.7759,Negative
fuZCViTdxWk,J.R. Landry,"i was at mania in Dallas years back and the attendance was over 100k people. yes i know that’s inflated, but by 20k…i’m lost as to why everyone thinks All In is the highest paid attendance…please explain.","mania Dallas years back attendance 100k people. yes know that’s inflated, 20k…i’m lost everyone thinks highest paid attendance…please explain.",0.1027,Positive
fuZCViTdxWk,Cameron Propps,Nice to hear you ask some questions on the scrum Luke,Nice hear ask questions scrum Luke,0.4215,Positive
fuZCViTdxWk,Mech Mudd,Punk needs to go,Punk needs go,0.0,Neutral
fuZCViTdxWk,suolasfilms,"Sooner AEW get rid of MA Punk, the better.
Some cancers are treatable, others must be cut out if the body is to survive.","Sooner AEW get rid Punk, better. cancers treatable, others must cut body survive.",0.2023,Positive
fAvnxTvAotQ,WrestleTalk,"OLI: What did you think of AEW All In 2023? Let me know in the comments.
10 Greatest Odd Couple Tag Teams In Wrestling History | partsFUNknown 👉 https://www.youtube.com/watch?v=5i-z4ZdFWHE&t=0s
More wrestling news on https://wrestletalk.com/
0:00 - AEW All In 2023 Review
1:04 - Pre-Pre Show
1:31 - Aussie Open vs MJF & Adam Cole
2:42 - Jungle Boy vs Hook
3:43 - CM Punk vs Samoa Joe
4:50 - Kenny Omega, Hangman Page & Kota Ibushi vs Jay White, Juice Robinson & Takeshita
5:22 - Young Bucks vs FTR
6:07 - Stadium Stampede
8:01 - Darby Allin & Sting vs Swerve & Christian
8:28 - Chris Jericho vs Will Ospreay
9:10 - The Acclaimed vs House of Black
9:22 - MJF Vs Adam Cole","OLI: think AEW 2023? Let know comments. 10 Greatest Odd Couple Tag Teams Wrestling History | partsFUNknown 👉 https://www.youtube.com/watch?v=5i-z4ZdFWHE&t=0s wrestling news https://wrestletalk.com/ 0:00 - AEW 2023 Review 1:04 - Pre-Pre Show 1:31 - Aussie Open vs MJF & Adam Cole 2:42 - Jungle Boy vs Hook 3:43 - CM Punk vs Samoa Joe 4:50 - Kenny Omega, Hangman Page & Kota Ibushi vs Jay White, Juice Robinson & Takeshita 5:22 - Young Bucks vs FTR 6:07 - Stadium Stampede 8:01 - Darby Allin & Sting vs Swerve & Christian 8:28 - Chris Jericho vs Ospreay 9:10 - Acclaimed vs House Black 9:22 - MJF Vs Adam Cole",0.1179,Positive
fAvnxTvAotQ,Terrence Bell,All the recent Jericho stuff just not working for me lately,recent Jericho stuff working lately,0.0,Neutral
fAvnxTvAotQ,Donald H,"Hearing solo gas up the girls fatal 4 way is cringe af!

Edit: Hearing Oli gas up this entire show is cringe af!",Hearing solo gas girls fatal 4 way cringe af! Edit: Hearing Oli gas entire show cringe af!,-0.6229,Negative
fAvnxTvAotQ,Justn Kace,Punk is TRASH! He should be happy married to Jay seconds!!!!,Punk TRASH! happy married Jay seconds!!!!,0.7067,Positive
fAvnxTvAotQ,demarco adkins,"That was cool seeing Oli there live for AEW’s All In for the most part I enjoyed the show, I wonder if the Outcast is really over or not?! All Out is next!","cool seeing Oli live AEW’s part enjoyed show, wonder Outcast really not?! next!",0.7339,Positive
fAvnxTvAotQ,SKeL GOOAALL,"You spent 10 minutes nitpicking every match, half of the video is negativity but here you are giving the show 98%.... Ridiculous. BE CONSISTENT PLEASE 🤦‍♂🤦‍♂

And btw WM39 night one being rated 100% still is absolute bs, it was a great show but far from perfect","spent 10 minutes nitpicking every match, half video negativity giving show 98%.... Ridiculous. CONSISTENT PLEASE 🤦‍♂🤦‍♂ btw WM39 night one rated 100% still absolute bs, great show far perfect",0.8143,Positive
fAvnxTvAotQ,SKeL GOOAALL,"The Outcast are not over you are fantasy booking here, and they could have done THE EXACT SAME MATCH with Toni Storm as the champ so no Shida was not just here to be a transitional champ you're 100% wrong, as usual. They gave this short reign to Shida in front of fans simply because that's what they did with EVERYONE WHO WON A BELT DURING THE COVID ERA 🤷‍♂","Outcast fantasy booking here, could done EXACT MATCH Toni Storm champ Shida transitional champ 100% wrong, usual. gave short reign Shida front fans simply that's EVERYONE BELT COVID ERA 🤷‍♂",0.4767,Positive
fAvnxTvAotQ,SKeL GOOAALL,"Elite vs bullet club gold was GREAT, not every match is meant to be a 5 star match, it doesn't matter if it's in wembley or in front of 20 people it's just how wrestling works 🤷‍♂","Elite vs bullet club gold GREAT, every match meant 5 star match, matter wembley front 20 people wrestling works 🤷‍♂",0.7125,Positive
fAvnxTvAotQ,SKeL GOOAALL,"You said a lot of bullsh** on this channel, but saying that the double clothesline is not a finisher may be the most stupid thing you ever said 😂","said lot bullsh** channel, saying double clothesline finisher may stupid thing ever said 😂",-0.5267,Negative
fAvnxTvAotQ,Gwenyvier McCabe,i like dan's zested joke,like dan's zested joke,0.5719,Positive
fAvnxTvAotQ,rkmanzo,OLI love you mate and usually always agree with you but honestly this was nowhere close to a 98% honestly a lot of good and some great but lots and lots of 🥱 but glad to see you were actually there,OLI love mate usually always agree honestly nowhere close 98% honestly lot good great lots lots 🥱 glad see actually,0.9709,Positive
fAvnxTvAotQ,Tam Murray,8 pints at Wembley? Are you a millionaire?,8 pints Wembley? millionaire?,0.0,Neutral
fAvnxTvAotQ,Matthew Magda,4:34 It doesn't matter if everyone hates CM Punk because he's entertaining and he's one of the few people with Old School swagger.,4:34 matter everyone hates CM Punk he's entertaining he's one people Old School swagger.,0.0258,Positive
fAvnxTvAotQ,Jacob Navarro,The glass-covered fists of Orange Cassidy was a reference to the movie Kickboxer. LOL at Oli calling it a Home Alone reference though XD,glass-covered fists Orange Cassidy reference movie Kickboxer. LOL Oli calling Home Alone reference though XD,0.7944,Positive
fAvnxTvAotQ,Sunny,I’m pretty sure Oli’s new tshirt costs more than his seats in the skyscrapers 😂,I’m pretty sure Oli’s new tshirt costs seats skyscrapers 😂,0.6705,Positive
fAvnxTvAotQ,Writh Thing,CM Punk has got injured again right after his backstage fight details came out,CM Punk got injured right backstage fight details came,-0.6486,Negative
fAvnxTvAotQ,Mario,Stampede match was my 2nd fav match,Stampede match 2nd fav match,0.0516,Positive
fAvnxTvAotQ,tmbsilver 13,Still trying the lame austin powers reference then?,Still trying lame austin powers reference then?,-0.4215,Negative
fAvnxTvAotQ,reido82,"Not sure if it was on TV or just for the crowd, but you forgot to mention that Tony came out with Max at the end and screamed at they're doing All In in Wembley again next year!","sure TV crowd, forgot mention Tony came Max end screamed they're Wembley next year!",0.0,Neutral
fAvnxTvAotQ,Adrian Soto,"4:31
I love Oli 🤣 This guy is hilarious. 
Glad you had a great time at the show, bud.","4:31 love Oli 🤣 guy hilarious. Glad great time show, bud.",0.9325,Positive
fAvnxTvAotQ,Mr 100,God there was a reason I stopped getting my reviews from wrestletalk 🙄,God reason stopped getting reviews wrestletalk 🙄,0.0516,Positive
NsGsor3Y6vQ,John McGhee,"In hindsight, the JD prediction could still happen, might help having JD (McDontGoogleMe) and Finn as the tag champs as it would free Priest up to cash in, never like a world champ with a tag belt, it always diminishes one of the belts, the world title is too new to take a hit like that and the undisputed tag belts either need split or a new belt released on smackdown","hindsight, JD prediction could still happen, might help JD (McDontGoogleMe) Finn tag champs would free Priest cash in, never like world champ tag belt, always diminishes one belts, world title new take hit like undisputed tag belts either need split new belt released smackdown",0.4635,Positive
NsGsor3Y6vQ,demarco adkins,"I really enjoyed what Pete spoke about, I hope to at least see one or two of these scenarios happen.","really enjoyed Pete spoke about, hope least see one two scenarios happen.",0.7574,Positive
NsGsor3Y6vQ,SPRice,"Pete, as a 3 times monday night war winner you should know cage matches have a 50% chance of upping the fued by one level","Pete, 3 times monday night war winner know cage matches 50% chance upping fued one level",0.2263,Positive
NsGsor3Y6vQ,Patrick Schattilly,The only thing I disagree with is an LWO Santos escobar turn there is so much the LWO can do before we get to a turn,thing disagree LWO Santos escobar turn much LWO get turn,-0.3818,Negative
NsGsor3Y6vQ,o o,imagine rey turning heel and joining jd,imagine rey turning heel joining jd,0.0,Neutral
NsGsor3Y6vQ,SwaggBoi69,Why does everyone want the belt off seth,everyone want belt seth,0.0772,Positive
NsGsor3Y6vQ,Siegfried C,"If Drew does turn heel, he'd be a good opponent for Cody.","Drew turn heel, he'd good opponent Cody.",0.4404,Positive
NsGsor3Y6vQ,Just,Unfortunately Gable VS Gunther isn’t on Payback,Unfortunately Gable VS Gunther isn’t Payback,-0.34,Negative
NsGsor3Y6vQ,TwoBlueUntapped,"I have to respect the idea that they paired Riddle with McIntyre together SOLELY for the purpose of Riddle getting turned heel on, lol","respect idea paired Riddle McIntyre together SOLELY purpose Riddle getting turned heel on, lol",0.7096,Positive
NsGsor3Y6vQ,Tharuka Epaarachchi,I thought we would get Bray vs Roman at Payback making it full circle but it sad that we won't get a fued between Tribal Chief vs Bray. RIP BRAY,thought would get Bray vs Roman Payback making full circle sad get fued Tribal Chief vs Bray. RIP BRAY,-0.4767,Negative
NsGsor3Y6vQ,Joon,i wonder where adam is?,wonder adam is?,0.0,Neutral
NsGsor3Y6vQ,TheeKingRayzor,"""JD adds JD.""
*☝️😃 That's Kinda Catchy!*","""JD adds JD."" *☝️😃 That's Kinda Catchy!*",0.0,Neutral
NsGsor3Y6vQ,Tim LeBlanc,Where's Adam?👀,Where's Adam?👀,0.0,Neutral
NsGsor3Y6vQ,780tk,I want to see McIntyre turn heel and beat seth for the world heavyweight championship,want see McIntyre turn heel beat seth world heavyweight championship,0.4939,Positive
NsGsor3Y6vQ,Obakeng Moshodi,John Cena getting on every PPV and asking for a WrestleMania to happen in every city would be too hilarious,John Cena getting every PPV asking WrestleMania happen every city would hilarious,0.4019,Positive
NsGsor3Y6vQ,Urbain Delva,"Shinsuke should definitely win the World Championship for two reasons imo: 1) He's been underutilized for years now, and it's about time he FINALLY got his due, especially with the momentum  he has right now. 2) Seth is dealing with nagging injuries, most notably one in his back that he's had for the past couple of years, according to reports that I've read. He should get time off to heal before it possibly gets worse.","Shinsuke definitely win World Championship two reasons imo: 1) He's underutilized years now, time FINALLY got due, especially momentum right now. 2) Seth dealing nagging injuries, notably one back he's past couple years, according reports I've read. get time heal possibly gets worse.",0.5574,Positive
NsGsor3Y6vQ,Cash Corleone,Is something up with Blampied? Why wpuld you get Pete on a booking video,something Blampied? wpuld get Pete booking video,0.0,Neutral
NsGsor3Y6vQ,MrBoom Boom,Shoutout to Luke for being the first to ask MJF/in general question at the All In Media Scrum,Shoutout Luke first ask MJF/in general question Media Scrum,0.0,Neutral
NsGsor3Y6vQ,gocubs1815,Hey where is Adam? Haven't seen him in any videos as he's been dark on X. Is he still with WT/PFK?,Hey Adam? seen videos he's dark X. still WT/PFK?,0.0,Neutral
NsGsor3Y6vQ,They Should Have Named Me Fisher,WHERES ADAM?!?,WHERES ADAM?!?,0.0,Neutral
YCule9z-3b4,demarco adkins,"I really love what Tempest had to say, it was really inspiring WWE also did a great job with this tribute episode to the two recent passing not to mention the following week as well. Smackdown was really good as well with the LA Knight promo and main event I also enjoyed the match between Zelina Vega versus IYO Sky as well.","really love Tempest say, really inspiring WWE also great job tribute episode two recent passing mention following week well. Smackdown really good well LA Knight promo main event also enjoyed match Zelina Vega versus IYO Sky well.",0.9735,Positive
YCule9z-3b4,LtPurpleSloth1,Am I the only who caught Tempset talking about Braun Strowman being on the stage twice?,caught Tempset talking Braun Strowman stage twice?,0.0,Neutral
YCule9z-3b4,TheMorbidHobo,"Tk out BD in, please. Collision is just so much better than their other shows.","Tk BD in, please. Collision much better shows.",0.4019,Positive
YCule9z-3b4,Jasave Simmons,Yo I just watched pete's promo again without skipping it for some reason my brain fails to recognize it as a commercial,Yo watched pete's promo without skipping reason brain fails recognize commercial,-0.4215,Negative
YCule9z-3b4,Mae Holland,"I think it would be funny to see a Turbo Helen segment, just saying 🤗","think would funny see Turbo Helen segment, saying 🤗",0.4404,Positive
YCule9z-3b4,kaspr theunfriendly,Who else is tired of Cm Cuck. Joe should beat em.,else tired Cm Cuck. Joe beat em.,-0.4404,Negative
YCule9z-3b4,Roberto Sanchez,Adam blam is a leopard who can’t change his spots,Adam blam leopard can’t change spots,-0.0516,Negative
YCule9z-3b4,britishhedgehog,That wasn't a humble brag. Tempest doesn't do humility,humble brag. Tempest humility,0.0,Neutral
YCule9z-3b4,Andrew Bowyer,1:27 Chris Jericho in shambles after hearing the news,1:27 Chris Jericho shambles hearing news,0.0,Neutral
YCule9z-3b4,Holly Stahl,"Tempest is such a warm hearted, welcomed addition to the team. I love that he feels this just as deeply as us. I'm glad he pointed out that Cody Rhodes has become the requisite Big Brother Babyface™️ to comfort everyone. I do wonder why he was cosplaying as Agent 47 from Hitman, tho...","Tempest warm hearted, welcomed addition team. love feels deeply us. I'm glad pointed Cody Rhodes become requisite Big Brother Babyface™️ comfort everyone. wonder cosplaying Agent 47 Hitman, tho...",0.9226,Positive
YCule9z-3b4,Charley Vega,Captain Insthano showth no merthy 🤣,Captain Insthano showth merthy 🤣,0.0,Neutral
YCule9z-3b4,Ryan S,"Beautiful show. 
Only low point for me was calling the tag match a Terry Funk Hardcore match…. Just don’t call it that?! Setting everyone’s expectations high when you’re not going to pay it off. All they had to  say was ‘in tribute to Terry Funk the next match is a tables match’
Great tribute show overall though. And I’m sure we’ll see Mox and Eddie pay their own version of a tribute to Terry Funk tonight!! 

R.I.P Bray Wyatt and Terry Funk ❤",Beautiful show. low point calling tag match Terry Funk Hardcore match…. don’t call that?! Setting everyone’s expectations high you’re going pay off. say ‘in tribute Terry Funk next match tables match’ Great tribute show overall though. I’m sure we’ll see Mox Eddie pay version tribute Terry Funk tonight!! R.I.P Bray Wyatt Terry Funk ❤,0.851,Positive
YCule9z-3b4,SKeL GOOAALL,"To be faier it's QT's NEW finisher. He used the diamond cutter before, DDP gave him the move","faier QT's NEW finisher. used diamond cutter before, DDP gave move",0.34,Positive
YCule9z-3b4,SKeL GOOAALL,Bryan Danielson is a W,Bryan Danielson W,0.0,Neutral
YCule9z-3b4,ArcaneAzmadi,"Dammit, I really want to see that JJ, Lethal and Singh vs Hardy Boys and Captain Insano match! Hopefully we can get it at All Out instead? I know most people would say they don't want to watch Paul Wight wrestle in the year 2023, but I really just want to see him have one final proper run before being sent off with a proper retirement match, the way any great wrestler deserves.","Dammit, really want see JJ, Lethal Singh vs Hardy Boys Captain Insano match! Hopefully get instead? know people would say want watch Paul Wight wrestle year 2023, really want see one final proper run sent proper retirement match, way great wrestler deserves.",0.9389,Positive
YCule9z-3b4,LanzaNation,I wish Braun was medically cleared. It would have been cool to have had Brain and Erick have a tag match in Bray’s honor.,wish Braun medically cleared. would cool Brain Erick tag match Bray’s honor.,0.8225,Positive
YCule9z-3b4,Just Josh,"Say good reviews or shut up, love to Sat!","Say good reviews shut up, love Sat!",0.8122,Positive
YCule9z-3b4,Just Josh,Hate the minutes thing,Hate minutes thing,-0.5719,Negative
YCule9z-3b4,DR1212,"Rip Bray & Terry 
All In will be good 
AEW Revolution Continues",Rip Bray & Terry good AEW Revolution Continues,0.4404,Positive
YCule9z-3b4,IVPITER_IR,Captain Insano shows no mercy,Captain Insano shows mercy,0.3612,Positive
L0s0czCYw_Q,Kushal D A,That oi was so good😂😂,oi good😂😂,0.0,Neutral
L0s0czCYw_Q,Luis Pineda Jr.,Wishful thinking for Boring Corbin 😂😂😂,Wishful thinking Boring Corbin 😂😂😂,-0.3182,Negative
L0s0czCYw_Q,JTAwesome92,"15:37 wait...
Ludwig is German 
Maxxine has blond hair and blue eyes...",15:37 wait... Ludwig German Maxxine blond hair blue eyes...,0.0,Neutral
L0s0czCYw_Q,ahchiu9,Dana Brooke: Call-up gone unnoticed,Dana Brooke: Call-up gone unnoticed,0.0,Neutral
L0s0czCYw_Q,A T,Where's the old rapist,Where's old rapist,-0.7096,Negative
L0s0czCYw_Q,Stephen Taylor,Love this show! Wouldn't mind seeing the 1-2-3 Count for AEW PPVs too.,Love show! mind seeing 1-2-3 Count AEW PPVs too.,0.6696,Positive
L0s0czCYw_Q,Mychael Johnson,3 points if you say the exact same thing as your partner/opponent (Oli). 1 point if you say a similar line as your partner/opponent. -1 point if you use more than 3 words in your description even if you wrote 3 down.  hope this helps Oli lol.,3 points say exact thing partner/opponent (Oli). 1 point say similar line partner/opponent. -1 point use 3 words description even wrote 3 down. hope helps Oli lol.,0.8074,Positive
L0s0czCYw_Q,Carson Huddleston,Did these guys ignore Kross’ promos in each of those feuds where Scarlett pulls the tarot cards and each one had something written on there that Kross has taken away? Why do they act like it’s such an insane “theory” people made up lmaooo,guys ignore Kross’ promos feuds Scarlett pulls tarot cards one something written Kross taken away? act like it’s insane “theory” people made lmaooo,-0.6249,Negative
L0s0czCYw_Q,🔥 flame flame721,Great 22 mins 😂,Great 22 mins 😂,0.6249,Positive
L0s0czCYw_Q,Kirk Ingersoll,I think they should release CM Punk I'm with you I'm a CM Punk fanatic and I don't think you should even go to WWE TNA or whatever they call it down,think release CM Punk I'm I'm CM Punk fanatic think even go WWE TNA whatever call,0.0,Neutral
L0s0czCYw_Q,Claude Kane III,That pic of JD McDonagh is horrifying 😂,pic JD McDonagh horrifying 😂,-0.5719,Negative
L0s0czCYw_Q,The Last Dodo,Who won ?! I don’t get it .... 👀,?! don’t get .... 👀,0.0,Neutral
L0s0czCYw_Q,Nicholas DiGregorio,"If that briefcase stays with priest any longer, it needs to be  one of the wrestlers you mention","briefcase stays priest longer, needs one wrestlers mention",0.0,Neutral
L0s0czCYw_Q,Ed Mcsorley,Ozzzy ozzzy ozzzy,Ozzzy ozzzy ozzzy,0.0,Neutral
L0s0czCYw_Q,Joseph Gleeson,I didn't realise JD McDonagh was from Northern Ireland and Yorkshire,realise JD McDonagh Northern Ireland Yorkshire,0.0,Neutral
L0s0czCYw_Q,GeirGunnarss,"Don't you know it's really bad form to out people in public? Poor Byron, maybe he wanted to keep that a secret. :D /s","know really bad form people public? Poor Byron, maybe wanted keep secret. :D /s",-0.4329,Negative
L0s0czCYw_Q,LOLMAN9538,IYO doesn't even have a match planned for Payback,IYO even match planned Payback,0.0,Neutral
L0s0czCYw_Q,Lime,15:56 if I’m not mistaken Timothy Thatcher very much turned on riddle,15:56 I’m mistaken Timothy Thatcher much turned riddle,-0.3612,Negative
L0s0czCYw_Q,death-by-ego,"""Tries new beard....... not like that.""","""Tries new beard....... like that.""",0.3612,Positive
L0s0czCYw_Q,Hector Rodriguez,7:02 thats just using hyphens for no reason. Also stretching the rules of three words or less there,7:02 thats using hyphens reason. Also stretching rules three words less,0.0,Neutral
